Marital status,Gender,Nacionality,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Course,Daytime/evening attendance,Age at enrollment,Tuition fees up to date,Scholarship holder,Debtor,Displaced,Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Target,Application mode_2,Application mode_3,Application mode_4,Application mode_5,Application mode_6,Application mode_7,Application mode_8,Application mode_9,Application mode_10,Application mode_11,Application mode_12,Application mode_13,Application mode_14,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_7,Previous qualification_8,Previous qualification_9,Previous qualification_10,Previous qualification_11,Previous qualification_12,Previous qualification_13,Previous qualification_14,Previous qualification_15,Previous qualification_16,Previous qualification_17,engagement_ratio,financial_risk_score,low_grade_flag,critical_grade_flag,compound_risk_score
1,0,1,0,23,14,6,8,0,14,1,18,1,0,0,1,6,12.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,13,28,10,10,0,12,1,18,1,1,0,1,8,13.214285714285714,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,13,27,5,10,0,16,1,19,1,0,0,1,6,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,1,1,2.0000000000166667
1,0,1,0,1,1,5,8,0,11,1,21,1,1,0,1,6,10.571428571428571,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.1666666666472223,-0.5,1,0,1.0833333333527777
1,0,1,0,23,27,6,6,0,6,1,18,1,1,0,1,5,13.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.399999999972,-0.5,0,0,-1.149999999972
1,0,1,0,13,27,10,4,0,15,1,20,1,0,0,1,6,13.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,13,28,6,9,0,10,1,18,1,0,0,1,6,12.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,0.0,0,0,-0.666666666638889
1,0,1,0,13,1,6,5,0,12,1,18,1,0,0,1,7,13.30625,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,0,1,0,3,14,4,6,0,8,1,20,1,0,0,1,5,12.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.599999999968,0.0,0,0,-0.5999999999679999
1,0,1,0,13,14,8,8,0,16,1,18,1,0,0,1,7,11.666666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,0.0,0,0,1.428568374706174e-11
1,0,1,0,1,1,10,9,0,2,1,21,1,1,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.5,1,1,2.25
1,0,1,0,1,28,5,8,0,13,1,20,1,0,0,1,7,11.4375,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9999999999714286,0.0,0,0,-0.9999999999714286
1,0,1,0,13,14,2,2,0,12,1,18,1,0,0,1,8,12.857142857142858,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.49999999998125,0.0,0,0,-0.4999999999812501
1,0,1,0,1,28,5,8,0,14,1,19,1,1,0,1,6,13.375,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,-0.5,0,0,-1.083333333311111
1,0,1,0,13,14,4,8,0,12,1,19,1,0,0,0,7,13.296666666666669,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,0,1,0,13,28,10,10,0,10,1,18,1,1,1,1,6,11.6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.5,0,0,0.41666666668888896
1,0,1,0,13,28,8,9,0,10,1,21,1,0,0,1,6,11.375,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,0.0,0,0,-0.499999999975
1,0,1,0,13,14,4,4,0,6,1,18,1,0,0,1,5,12.666666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,0.0,0,0,-0.799999999964
1,0,1,0,13,1,10,10,0,9,1,20,1,0,0,1,5,12.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,0.0,0,0,-0.19999999997600004
1,1,1,0,3,3,2,11,0,12,1,19,1,0,0,1,7,12.933333333333332,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2857142856959183,0.0,0,0,-0.2857142856959183
1,1,1,0,4,5,5,3,0,4,1,21,1,0,0,0,6,11.857142857142858,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.4999999999583333,0.0,0,0,-1.4999999999583333
1,1,1,0,27,3,16,22,0,5,1,20,1,0,0,1,6,12.833333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,1,1,0,1,1,5,7,0,9,1,18,0,0,0,0,5,11.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,1.0,0,0,0.700000000036
1,0,1,0,13,1,10,6,0,3,0,19,1,0,0,1,6,12.666666666666666,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,1,1,0,2,27,4,10,0,17,0,34,1,0,0,0,5,12.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,0.0,0,0,-0.19999999997600004
1,1,1,0,23,27,10,7,0,1,1,37,0,0,1,0,7,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,2.0,1,1,5.0000000000142855
1,1,1,0,19,27,1,1,0,7,1,43,1,0,0,1,5,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,0,1,0,22,27,7,7,0,9,1,55,1,0,0,0,5,10.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.99999999996,0.0,1,0,1.00000000004
4,0,1,0,13,14,10,4,0,17,0,39,1,0,0,1,5,11.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.599999999968,0.0,1,0,1.400000000032
1,0,3,1,4,4,4,7,0,8,1,20,0,0,1,0,6,11.666666666666666,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.1666666666305554,2.0,0,0,1.8333333333694446
1,0,1,0,3,3,3,3,0,15,1,18,1,0,1,0,6,12.75,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,1.0,0,0,1.5000000000166667
1,0,1,0,3,14,3,8,0,9,1,22,1,0,0,1,5,14.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99999999998,0.0,0,0,2.000000165480742e-11
1,0,1,0,1,3,3,3,1,12,1,22,1,0,0,1,7,13.928,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2857142856959183,0.0,0,0,-0.2857142856959183
1,0,1,0,1,28,6,6,0,15,1,20,0,0,0,0,6,13.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,1.0,0,0,1.3333333333527777
1,0,1,0,22,27,10,10,0,17,0,29,1,0,0,0,5,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,0,1,0,23,28,5,6,0,17,0,24,1,0,0,0,5,11.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,0.0,0,0,-0.799999999964
1,0,1,0,13,14,10,10,0,10,1,18,1,0,0,1,6,11.666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,22,14,8,8,0,12,1,22,1,1,0,1,7,13.516666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,-0.5,0,0,-0.8928571428408163
1,0,1,0,1,14,10,10,0,3,0,21,1,1,0,0,6,11.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9999999999833333,-0.5,0,0,-0.7499999999833333
1,0,1,0,22,28,10,10,0,10,1,19,1,1,0,0,6,12.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,-0.5,0,0,-0.9166666666472223
1,0,1,0,13,28,10,8,0,11,1,24,1,1,0,0,6,13.666666666666666,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,-0.5,0,0,-0.7499999999833333
1,0,1,0,22,28,7,7,0,12,1,19,1,1,0,1,8,11.833333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.249999999984375,-0.5,0,0,-0.9999999999843749
1,0,1,0,1,14,8,8,0,15,1,20,1,1,0,1,6,14.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8333333333027777,-0.5,0,0,-1.5833333333027777
1,0,1,0,22,27,12,12,0,8,1,19,1,0,0,0,5,14.714285714285714,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.399999999972,0.0,0,0,-0.3999999999720001
1,0,1,0,23,28,10,10,0,17,0,27,1,0,0,0,5,10.6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.399999999952,0.0,1,0,0.6000000000479999
1,0,1,0,1,14,6,6,0,12,1,18,1,0,0,1,7,13.044444444444444,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2857142856959183,0.0,0,0,-0.2857142856959183
2,0,1,0,1,3,5,4,0,11,1,39,1,0,0,0,6,0.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.666666666638889,0.0,1,1,1.333333333361111
1,0,1,0,3,3,3,3,0,8,1,27,1,0,0,1,6,13.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.499999999975,0.0,0,0,-0.499999999975
1,0,1,0,23,28,8,11,0,12,1,18,1,0,0,1,8,14.935,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,0.0,0,0,1.2500001034254637e-11
1,0,1,0,23,27,5,10,0,2,1,18,1,0,0,1,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,0,1,0,13,14,10,10,0,12,1,18,1,0,0,0,7,13.133333333333333,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,0,1,0,13,1,10,10,0,10,1,21,1,1,0,0,6,12.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.1666666666472223,-0.5,0,0,-0.9166666666472223
1,1,1,0,1,27,5,8,0,2,1,19,1,1,0,1,0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.5,1,1,2.25
1,1,1,0,1,1,4,5,0,5,1,19,1,0,0,1,6,11.4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,1,1,0,1,1,4,4,0,5,1,24,1,0,0,0,6,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,1,1,2.0000000000166667
4,1,1,0,1,1,6,6,0,12,1,29,1,0,0,1,7,11.9,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.4285714285510205,0.0,0,0,-0.4285714285510205
1,1,1,0,13,14,6,4,0,2,1,19,1,1,0,1,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.5,1,1,2.25
1,1,1,0,13,27,10,10,0,4,1,23,1,0,0,1,6,12.571428571428571,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.333333333311111,0.0,0,0,-0.33333333331111104
1,1,1,0,1,28,8,8,0,9,1,19,1,0,1,0,5,11.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.599999999968,1.0,0,0,0.9000000000320001
1,1,1,0,13,27,8,11,0,11,1,26,1,0,0,0,6,12.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
1,1,1,0,23,27,6,6,0,9,1,18,1,0,0,0,5,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,0.0,1,1,1.200000000036
1,1,1,0,22,14,9,5,0,12,1,24,1,0,0,0,7,11.975,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1428571428408163,0.0,0,0,-0.1428571428408163
1,1,1,0,13,14,6,11,0,2,1,19,1,0,0,1,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1,1,3.0
1,1,1,0,23,27,6,8,0,11,1,18,1,0,0,1,6,11.666666666666666,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9999999999666667,0.0,0,0,-0.9999999999666667
1,1,1,0,23,28,10,10,0,15,1,18,1,0,0,1,6,12.333333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.0,0,0,-0.33333333331111104
1,1,1,0,13,14,5,8,0,9,1,18,1,0,1,1,5,10.333333333333334,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.599999999968,1.0,1,0,2.900000000032
1,1,1,0,13,27,8,8,0,11,1,21,1,1,0,1,6,10.5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,-0.5,1,0,0.916666666688889
1,1,1,0,1,14,10,9,0,15,1,19,1,1,1,1,6,13.666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.5,0,0,0.7500000000166667
1,1,1,0,23,27,10,10,0,12,1,22,1,1,0,0,7,14.842857142857142,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,-0.5,0,0,-0.7499999999857143
2,1,1,0,22,27,10,7,0,3,0,33,1,0,0,0,6,12.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.0,0,0,-0.33333333331111104
1,1,1,0,13,14,10,10,0,16,1,20,1,0,0,1,6,12.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.333333333311111,0.0,0,0,-0.33333333331111104
1,1,1,0,3,3,3,3,0,17,0,35,1,0,0,1,1,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999,0.0,1,1,2.0000000001
1,1,1,0,3,3,5,3,0,4,1,24,1,0,1,0,12,12.166666666666666,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.416666666654861,1.0,0,0,1.083333333345139
1,1,1,0,13,14,5,5,0,11,1,18,1,0,0,0,5,12.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,0.0,0,0,-0.19999999997600004
2,0,1,0,22,27,10,7,0,3,0,33,1,0,0,1,6,11.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,1,0,1.8333333333527777
1,0,1,0,22,28,10,8,0,12,1,22,1,1,0,1,8,13.08,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999875,-0.5,0,0,-0.7499999999875
1,0,1,0,1,14,5,6,0,14,1,25,1,1,0,0,5,10.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.399999999972,-0.5,1,0,0.8500000000279999
1,1,1,0,13,28,5,1,0,5,1,20,1,0,0,1,6,10.666666666666666,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.499999999975,0.0,1,0,1.500000000025
1,1,1,0,23,27,10,10,0,9,1,23,1,0,0,1,5,14.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.199999999976,0.0,0,0,-0.19999999997600004
1,1,1,0,23,14,10,7,0,7,1,18,1,0,1,1,5,10.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,1.0,1,0,2.700000000036
1,1,1,0,1,1,5,11,0,12,1,24,1,0,0,0,7,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5714285713918366,0.0,1,1,0.42857142860816344
1,0,14,1,13,1,10,10,0,15,1,21,0,0,0,1,6,14.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,1.0,0,0,1.5000000000166667
1,0,14,1,1,1,5,5,0,8,1,26,1,0,0,0,6,12.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1666666666472223,0.0,0,0,-0.1666666666472223
2,0,1,0,22,24,1,1,0,16,1,39,1,0,0,0,6,12.666666666666666,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.9999999999666667,0.0,0,0,-0.9999999999666667
2,0,1,0,22,14,10,10,0,3,0,44,1,0,0,0,8,11.875,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3749999999828124,0.0,0,0,-0.3749999999828124
1,1,12,1,23,3,10,3,0,7,1,19,1,0,0,1,5,14.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.799999999964,0.0,0,0,-0.799999999964
1,0,1,0,22,1,6,6,0,15,1,18,1,0,0,1,6,13.666666666666666,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999833333,0.0,0,0,1.666666804567285e-11
1,0,1,0,22,27,8,8,0,12,1,18,1,1,0,1,7,13.75,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9999999999857143,-0.5,0,0,-0.7499999999857143
1,0,1,0,1,2,10,2,0,6,1,19,1,0,0,1,5,14.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.399999999972,0.0,0,0,-0.3999999999720001
